Title,Year,Type_Long,Type,Link,En_mi_web,title_clean
Todas las Formas de Editar o Analizar Programáticamente Documentos R Markdown / Quarto,2025,Translations,Translations,,No,todas las formas de editar o analizar programáticamente documentos r markdown / quarto
Edición multilingüe: preguntas frecuentes,2025,Blog post,Blog post,,No,edición multilingüe: preguntas frecuentes
rOpenSci Champions Program Mentor Guidelines v2.0,2024,Book,Book,,No,ropensci champions program mentor guidelines v2.0
Cómo vivir de la enseñanza - Empezando a enseñar,2022,Blog Post,Blog,https://yabellini.netlify.app/blog/page/4/,,
Cómo vivir de la enseñanza - Dandote a conocer,2022,Blog Post,Blog,https://yabellini.netlify.app/blog/2022_teaching-getting-paid_es/03-teaching-getting-paid/,,
Cómo vivir de la enseñanza - Como determinar cuanto cobrar,2022,Blog Post,Blog,https://yabellini.netlify.app/blog/2022_teaching-getting-paid_es/02-teaching-getting-paid/,,
Experiences teaching on-line - Organizing a practical class online,2022,Blog Post,Blog,https://yabellini.netlify.app/blog/2022_teaching_en/02-teaching/,,
Experiencias enseñando on-line - Organizando una clase práctica online,2022,Blog Post,Blog,https://yabellini.netlify.app/blog/2022_teaching_es/02-teaching/,,
Experiencias enseñando on-line - trecientos,2022,Blog Post,Blog,https://yabellini.netlify.app/blog/2022_teaching_es/01-teaching/,,
Metadocencia: Nurturing educators in Spanish-speaking research communities,2022,Blog Post,Blog,https://www.software.ac.uk/blog/2022-05-17-metadocencia-nurturing-educators-spanish-speaking-research-communities,,
Experiences teaching on-line - 300 (three hundred),2022,Blog Post,Blog,https://yabellini.netlify.app/blog/2022_teaching_en/01-teaching/,,
MiR Community Highlight: Yanina Noemí Bellini Saibene,2022,Blog Post,Blog,https://mircommunity.com/blog/mir-community-highlight-yanina-noem%C3%AD-bellini-saibene/,,
My participation at Gaps & Opportunities for Inclusive Multilingual Data Science,2022,Blog Post,Blog,https://yabellini.netlify.app/blog/2022_ttw_translations/,,
[Open Course] From Spreadsheets to R,2022,Open Source Project,Software,https://yabellini.netlify.app/courses/fromspreadsheettor/,,
[Open Course] - Ciencia de Datos para el Turismo,2022,Open Source Project,Software,https://yabellini.netlify.app/courses/cd_turismo_2021/,,
[Open Course] Introduction to interactive tutorials,2022,Open Source Project,Software,https://yabellini.netlify.app/courses/interactive_tutorials_intro/,,
[Open Course] - Version Control. Primeros pasos de Git con GitHub y R,2022,Open Source Project,Software,https://yabellini.netlify.app/courses/git_rstudio_course/,,
[Open Course] How to teach programming online,2022,Open Source Project,Software,https://yabellini.netlify.app/courses/teach_programming/,,
[Open Course] - Introducción al ABC para enseñar (y hacer otras cosas) online,2022,Open Source Project,Software,https://yabellini.netlify.app/courses/introalabc_corto/,,
[Open Course]-Introduction to online teaching essentials,2022,Open Source Project,Software,https://yabellini.netlify.app/courses/intro-abc-online/,,
Ten simple rules to host an inclusive conference,2022,Article,Article,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1010164#sec006,,
useR! Knowledgebase,2021,Open Source Project,Software,https://rconf.gitlab.io/userknowledgebase/main/index.html,,
Champions Program — A mentoring & training program for Scientific Open Source Champions,2022,Open Source Project,Software,https://ropensci.org/champions/,,
"Conociendo a las estrellas del universo R: comunidad R, intercambiar y aprender",2022,Blog Post,Blog,https://ropensci.org/blog/2022/11/23/r-universe-stars-1-es/,,
"Meeting the stars of the R-universe: R Community, Exchange and Learn",2022,Blog Post,Blog,https://ropensci.org/blog/2022/11/23/r-universe-stars-1-en/,,
Become a Mentor for rOpenSci Champions!,2022,Blog Post,Blog,https://ropensci.org/blog/2022/10/20/mentors-champions-program/,,
¡Anunciamos el programa de Campeones y Campeonas de rOpenSci!,2022,Blog Post,Blog,https://ropensci.org/blog/2022/09/22/launch-champions-program-es/,,
Announcing the rOpenSci Champions Program!,2022,Blog Post,Blog,https://ropensci.org/blog/2022/09/22/launch-champions-program/,,
rOpenSci Code of Conduct Update,2022,Blog Post,Blog,https://ropensci.org/blog/2022/07/12/coc-update/,,
Traducción al español de La Guía del Viajero al Aprendizaje Automático Responsable,2022,Open Source Project,Software,https://yabellini.netlify.app/project/rml_es/,,
MetaDocencia en una caja Paquete 1. Como enseñamos nuestros cursos,2022,Open Source Project,Software,https://yabellini.netlify.app/project/metadocenciaenunacaja/,,
learnR4free - Aprendiendo R gratis,2022,Open Source Project,Software,https://yabellini.netlify.app/project/learnr4free/,,
Cómo participar en rOpenSci,2021,Blog Post,Blog,https://ropensci.org/blog/2022/09/13/contributing-ropensci-es/,,
Red de radares de INTA,2020,Open Source Project,Software,https://github.com/INTA-Radar,,
AgroMet,2021,Open Source Project,Software,https://github.com/AgRoMeteorologiaINTA,,
Suelos del INTA,2021,Open Source Project,Software,https://github.com/INTA-Suelos,,
Enseñar Tecnología en Comunidad,2021,Open Source Project,Software,https://teachtogether.tech/,,
Twenty-four and a half years,2022,Blog Post,Blog,https://yabellini.netlify.app/blog/2022-12-21-inta/,,
Another lap around the Sun,2022,Blog Post,Blog,https://yabellini.netlify.app/blog/2022-12-31-year-in-review/,,
Otra vuelta al sol,2022,Blog Post,Blog,https://yabellini.netlify.app/blog/2022-12-31-year-in-review_es/,,
Multilingual Data Science: Ten Tips to Translate Science and Tech Content,2023,Article,Article,http://datasciencebydesign.org/blog/multilingual-data-science,,
Call for Tutorials - Review. Series Organizing Tutorials,2023,Blog Post,Blog,https://yabellini.netlify.app/blog/2022_tutorials_series/05-tutorials/,,
Canales de comunicación de rOpenSci: Twitter,2022,Blog Post,Blog,https://ropensci.org/es/blog/2022/11/16/mastodon-es/,,
rOpenSci’s Communication Channels: Twitter,2022,Blog Post,Blog,https://ropensci.org/blog/2022/11/16/mastodon-en/,,
Multilingual Publishing,2022,Open Source Project,Software,https://ropensci.org/multilingual-publishing/,,
"Aprender, ayudar y compartir. El método de ThinkR para crear una comunidad cada vez más grande y amigable de R",2023,Blog Post,Blog,https://ropensci.org/es/blog/2023/02/28/r-universe-stars-2-es/,,
"Enseigner, aider et partager. L’approche de ThinkR pour contribuer à la croissance d’une communauté R conviviale",2023,Blog Post,Blog,https://ropensci.org/fr/blog/2023/02/28/r-universe-stars-2-fr/,,
Conociendo a las estrellas del Universo R: Investigando nuestro cerebro con la magia del universo R,2023,Blog Post,Blog,https://ropensci.org/es/blog/2023/03/30/r-universe-stars-3-es/,,
"Conociendo a las estrellas del Universo R: PEcAn, un proyecto de código abierto para cuidar el planeta",2023,Blog Post,Blog,https://ropensci.org/es/blog/2023/06/06/r-universe-stars-4-es/,,
Los canales de comunicación de rOpenSci para un intercambio seguro y amigable,2023,Blog Post,Blog,https://ropensci.org/es/blog/2023/06/14/ropensci-communication-channels-es/,,
¡Convocatoria abierta para la presentación de candidaturas al Programa de Campeonas y Campeones de rOpenSci!,2023,Blog Post,Blog,https://ropensci.org/es/blog/2023/07/14/launch-champions-program-es/,,
[Open Course] Enseñando Tecnología en Comunidad,2023,Open Source Project,Software,https://yabellini.netlify.app/courses/t3es/,,
Mentorship Training and Orientation. rOpenSci Champions Program,2023,Open Source Project,Software,https://ropensci-training.github.io/ropensci-mentors/,,
[Open Course] De planillas de cálculo a R,2023,Open Source Project,Software,https://yabellini.netlify.app/courses/deplanillasdecalculoar/,,
DEI Tip Sheet: Virtual event accessibility guiding questions,2023,Article,Article,https://zenodo.org/record/8043909,,
[Open Course] - Gestión de Datos,2023,Open Source Project,Software,https://yabellini.github.io/gestiondedatos/,,
How to translate a Hugo blog post with babel down,2023,Blog Post,Blog,https://ropensci.org/blog/2023/09/26/how-to-translate-a-hugo-blog-post-with-babeldown/,,
Attract Contributors with 'help wanted' Issues,2023,Blog Post,Blog,https://ropensci.org/blog/2023/09/19/help-wanted/,,
Cómo traducir un artículo de blog de Hugo con Babeldown,2023,Blog Post,Blog,https://ropensci.org/es/blog/2023/09/26/c%C3%B3mo_traducir_una_entrada_de_blog_de_hugo_con_babeldown/,,
El multiverso de rOpenSci,2023,Blog Post,Blog,https://ropensci.org/es/blog/2023/11/06/r-universe-stars-finale-es/,,
Conociendo a las estrellas del Universo R: El universo R contra las enfermedades.,2023,Blog Post,Blog,https://ropensci.org/es/blog/2023/09/15/r-universe-stars-5-es/,,
rOpenSci Localization and Translation Guidelines Why and how we localize and translate our resources,2023,Article,Article,https://translationguide.ropensci.org/,,
Guía de localización y traducción de rOpenSci. Como y porque localizamos nuestros materiales.,2023,Article,Article,https://translationguide.ropensci.org/es/index.es.html,,
"Paquetes de rOpenSci: Desarrollo, mantenimiento y revisión por pares",2023,Article,Article,https://devdevguide.netlify.app/es/preface.es.html,,
Empowering Open Science: Donate to Support our Mission,2023,Blog Post,Blog,https://ropensci.org/blog/2023/11/21/donation-2023/,,
rstudio/learnr: learnr 0.11.5,2023,Open Source Project,Software,https://zenodo.org/records/8386725,,
R-LADIES GLOBAL AND R-LADIES CHICAGO RECEPTION AT POSIT CONF,2023,Blog Post,Blog,https://rladies.org/news/2023-10-09-positconf-chicago-meetup/,,
GLOBAL TEAM RECRUITING,2023,Blog Post,Blog,https://rladies.org/news/2023-04-11-global-team-recruiting/,,
Multilingual Data Science: Part 1,2023,Blog Post,Blog,https://www.software.ac.uk/blog/multilingual-data-science-part-1,,
Multilingual Data Science: Part 2,2023,Blog Post,Blog,https://www.software.ac.uk/blog/multilingual-data-science-part-2,,
Collaborative Lesson Development Training,2023,Open Source Project,Software,https://www.software.ac.uk/blog/collaborative-lesson-development-training,,
Topic Editor at Journal of Open Source Education,2023,Open Source Project,Software,https://jose.theoj.org/,,
Learning to code in 30 lessons. First lesson.,2024,Blog Post,Blog,https://yabellini.netlify.app/blog/2024_learningtocode/01-learningtocode/,,
Project 1 - rOpenSci’s Code of Conduct and Code of Conduct Committee,2024,Blog Post,Blog,https://yabellini.netlify.app/blog/2024-06-28-ropensci-2years-coc-en/,,
CSCCE Tech Case Study: Using GitHub to plan community calls for rOpenSci,2024,Article,Article,https://doi.org/10.5281/zenodo.12117430,,
Introducción al manejo de grandes volúmenes de datos y datos no estructurados,2024,Open Source Project,Software,https://yabellini.netlify.app/courses/datosmasivos/,,
Introduccion a la programacion II,2024,Open Source Project,Software,https://intro-programacion.netlify.app/,,
Developing Software Together using Git and GitHub,2024,Open Source Project,Software,https://yabellini.netlify.app/courses/git-developing-software-together/,,
Agro Reportes con R,2024,Open Source Project,Software,https://yabellini.netlify.app/courses/agroreportesconr/,,
Teaching Tech Together (2ed),2024,Open Source Project,Software,https://teachingtechtogether.netlify.app/,,
GitHub para investigador(a|e)s,2024,Open Source Project,Software,https://git4researchers-latinr2024.netlify.app/,,
10 Simple Rules for Leadership Without Formal Authority,2024,Article,Article,https://eoss-om-communitycalls.github.io/2024-08-27-10-simple-rules-for-leadership/,,
10 reglas simples para lograr liderazgo sin autoridad formal,2024,Article,Article,https://eoss-om-communitycalls.github.io/2024-08-27-10-simple-rules-for-leadership/es,,
Measuring and Assessing Open Source Project Impact and Community Health,2024,Article,Article,https://eoss-om-communitycalls.github.io/2024-09-26-measuring-open-source-project-impact/,,
Managing an Open Source Project,2024,Article,Article,https://eoss-om-communitycalls.github.io/2024-07-29-managing-an-oss-project/,,
Contributor to Glosario,2024,Open Source Project,Software,https://glosario.carpentries.org/es/,,
Contributor to base R translations,2024,Open Source Project,Software,https://contributor.r-project.org/translations/,,
